score,reple
2,스토리가 왜 이러냐
1,저게 10점이라고?? 재미는 개뿔 똥 한바가지 싸주고 싶다!!
1,....yh
10,음 오 이야 올 음????
1,
2,오마이갓 저정도면 둘다 친구에 대한 집착수준 ㅠㅠ 난또 집나간 친구 찾는건줄 ~ 아빠랑 안전하게 잘 놀고 있는데 저녁이면 한동네라 만나면 될것을 스토리가 작위적이에요. 제말이 궁금하시면 직접 보세요 ^^;  예고편 보고 원더랜드같은 스케일에 그런 감동일줄 알았는데 미국 아침가족 드라마 길게 늘린기분
6,6세~8세 정도 아이들이 즐겁게 볼 영화에요^^
10,
9,빙고! 알록달록 재밌었다~ 빙고~
9,삼총사의 우정 이야기가 마음을 따뜻하게 만들어 주네요!
1,앙 기모띠. 사랑해연 철구업
